,nameProject,testCase,prediction
102,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithCounterColumn.should_dsl_delete,True
103,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithStaticAnnotations.should_insert_using_static_insert_strategy_and_consistency_level,True
107,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithStaticColumn.should_insert,False
114,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.TestEntityWithStaticColumn.should_dsl_select_static,False
129,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_trees_map_with_nested_json_javac,False
130,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_trees_map_with_nested_json_ecj,False
138,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_treemap_for_clustering_column_annotation_ecj,False
139,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_treemap_for_frozen_udt_annotation_ecj,False
140,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.AnnotationTreeTest.getAnnotationNames,False
149,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_with_unsupported_param_type,False
152,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_with_primitive_return_type,True
153,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_forbidden_keyspace_name,False
161,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_computed_column_type,True
166,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_both_partition_and_static_column,False
174,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_clustering_column_info,True
201,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_transformed_int,False
204,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_object_byte,False
210,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_native_codec_for_computed,False
216,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_JavaType_for_simple_type,False
253,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple4,False
278,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_list_optional_string,False
281,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_jdk8_instant,False
284,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_jdk8_zoned_date_time,False
295,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_standardAnalyzer_Not_String,False
299,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_lowercase_But_SPARSE,False
307,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_on_list,False
310,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_timeuuid,False
319,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_listString,False
325,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_tupleValue,False
327,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_fail_on_invalidTypeNestedType,False
334,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest.should_fail_validating_class_with_two_custom_constructors,True
364,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_class_with_static_without_clustering,False
373,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.internals.codegen.meta.UDTMetaCodeGenTest.should_generate_udt_property_class,True
395,Achilles_e3099bdce342910951c4862c78751fd81ed4552e,info.archinnov.achilles.it.bugs.ValidateSchemaIT.should_fail_validating_schema_when_clustering_column_missing,False
